Set,#,Name,Rarity,Price
ASR,TG10,Galarian Obstagoon,Trainer Gallery Holo Rare,0.64
ASR,TG11,Bronzong,Trainer Gallery Holo Rare,0.71
ASR,TG12,Hoothoot,Trainer Gallery Holo Rare,1.13
ASR,TG13,Starmie V,Trainer Gallery Holo Rare V,50.87
ASR,TG14,Ice Rider Calyrex V,Trainer Gallery Holo Rare V,4.18
ASR,TG15,Ice Rider Calyrex VMAX,Trainer Gallery Holo Rare V,3.61
ASR,TG16,Galarian Articuno V,Trainer Gallery Holo Rare V,4.93
ASR,TG17,Shadow Rider Calyrex V,Trainer Gallery Holo Rare V,4.79
ASR,TG18,Shadow Rider Calyrex VMAX,Trainer Gallery Holo Rare V,4.78
ASR,TG19,Galarian Zapdos V,Trainer Gallery Holo Rare V,4.3
ASR,TG20,Galarian Moltres V,Trainer Gallery Holo Rare V,5.79
ASR,TG21,Zacian V,Trainer Gallery Holo Rare V,6.2
ASR,TG22,Zamazenta V,Trainer Gallery Holo Rare V,3.14
ASR,TG23,Garchomp V,Trainer Gallery Holo Rare V,26.91
ASR,TG24,Allister,Trainer Gallery Ultra Rare,2.49
ASR,TG25,Bea,Trainer Gallery Ultra Rare,3.16
ASR,TG26,Melony,Trainer Gallery Ultra Rare,1.9
ASR,TG27,Milo,Trainer Gallery Ultra Rare,1.25
ASR,TG28,Piers,Trainer Gallery Ultra Rare,1.92
ASR,TG29,Ice Rider Calyrex VMAX,Trainer Gallery Secret Rare,2.29
ASR,TG30,Shadow Rider Calyrex VMAX,Trainer Gallery Secret Rare,1.69
Sword & Shield Promos,SWSH248,Kleavor V,Promo,0.92
Sword & Shield Promos,SWSH249,Kleavor VSTAR,Promo,0.88
Sword & Shield Promos,SWSH237,Hisuian Typhlosion V,Promo,0.51
Sword & Shield Promos,SWSH238,Hisuian Decidueye V,Promo,0.43
Sword & Shield Promos,SWSH239,Hisuian Samurott V,Promo,0.6
PGO,1,Bulbasaur,Common,0.12
PGO,2,Ivysaur,Uncommon,0.14
PGO,3,Venusaur,Rare Holo,0.6
PGO,4,Radiant Venusaur,Radiant Rare,3.61
PGO,5,Alolan Exeggutor V,Holo Rare V,0.46
PGO,6,Spinarak,Common,0.04
PGO,7,Ariados,Uncommon,0.05
PGO,8,Charmander,Common,0.08
PGO,9,Charmeleon,Uncommon,0.1
PGO,10,Charizard,Rare Holo,1.74
PGO,11,Radiant Charizard,Radiant Rare,8.32
PGO,12,Moltres,Rare Holo,0.21
PGO,13,Numel,Common,0.04
PGO,14,Camerupt,Uncommon,0.04
PGO,15,Squirtle,Common,0.11
PGO,16,Wartortle,Uncommon,0.16
PGO,17,Blastoise,Rare Holo,0.66
PGO,18,Radiant Blastoise,Radiant Rare,3.54
PGO,19,Slowpoke,Common,0.09
PGO,20,Slowbro,Uncommon,0.08
PGO,21,Magikarp,Common,0.06
PGO,22,Gyarados,Rare Holo,0.23
PGO,23,Lapras,Rare Holo,0.18
PGO,24,Articuno,Rare Holo,0.26
PGO,25,Wimpod,Common,0.04
PGO,26,Golisopod,Rare Holo,0.12
PGO,27,Pikachu,Common,0.09
PGO,28,Pikachu,Rare Holo,0.32
PGO,29,Zapdos,Rare Holo,0.45
PGO,30,Mewtwo V,Holo Rare V,3.04
PGO,31,Mewtwo VSTAR,Holo Rare VSTAR,4.57
PGO,32,Natu,Common,0.05
PGO,33,Xatu,Uncommon,0.05
PGO,34,Lunatone,Uncommon,0.09
PGO,35,Sylveon,Rare Holo,0.36
PGO,36,Onix,Common,0.05
PGO,37,Larvitar,Common,0.06
PGO,38,Pupitar,Uncommon,0.03
PGO,39,Solrock,Uncommon,0.06
PGO,40,Conkeldurr V,Holo Rare V,0.43
PGO,41,Alolan Rattata,Common,0.05
PGO,42,Alolan Raticate,Common,0.04
PGO,43,Tyranitar,Rare Holo,0.26
PGO,44,Steelix,Uncommon,0.07
PGO,45,Meltan,Common,0.04
PGO,46,Melmetal,Rare Holo,0.13
PGO,47,Melmetal V,Holo Rare V,0.48
PGO,48,Melmetal VMAX,Holo Rare VMAX,1.22
PGO,49,Dragonite V,Holo Rare V,0.89
PGO,50,Dragonite VSTAR,Holo Rare VSTAR,1.43
PGO,51,Chansey,Uncommon,0.08
PGO,52,Blissey,Rare Holo,0.14
PGO,53,Ditto,Rare Holo,0.95
PGO,54,Eevee,Common,0.12
PGO,55,Snorlax,Rare Holo,0.93
PGO,56,Aipom,Common,0.04
PGO,57,Ambipom,Common,0.03
PGO,58,Slaking V,Holo Rare V,0.5
PGO,59,Bidoof,Common,0.06
PGO,60,Bibarel,Common,0.05
PGO,61,Pidove,Common,0.05
PGO,62,Tranquill,Common,0.04
PGO,63,Unfezant,Uncommon,0.07
PGO,64,Blanche,Uncommon,0.08
PGO,65,Candela,Uncommon,0.09
PGO,66,Egg Incubator,Uncommon,0.03
PGO,67,Lure Module,Uncommon,0.06
PGO,68,PokéStop,Uncommon,3.69
PGO,69,Rare Candy,Uncommon,0.14
PGO,70,Spark,Uncommon,0.08
PGO,71,Alolan Exeggutor V,Ultra Rare,1.04
PGO,72,Mewtwo V,Ultra Rare,18.18
PGO,73,Conkeldurr V,Ultra Rare,1.45
PGO,74,Conkeldurr V,Ultra Rare,2.61
PGO,75,Melmetal V,Ultra Rare,1.11
PGO,76,Dragonite V,Ultra Rare,5.76
PGO,77,Slaking V,Ultra Rare,0.98
PGO,78,Professor’s Research,Ultra Rare,1.61
PGO,79,Mewtwo VSTAR,Rainbow Rare,30.52
PGO,80,Melmetal VMAX,Rainbow Rare,7.92
PGO,81,Dragonite VSTAR,Rainbow Rare,23.28
PGO,82,Blanche,Rainbow Rare,6.47
PGO,83,Candela,Rainbow Rare,5.8
PGO,84,Professor’s Research,Rainbow Rare,7.18
PGO,85,Spark,Rainbow Rare,7.02
PGO,86,Mewtwo VSTAR,Rare Secret,12.87
PGO,87,Egg Incubator,Rare Secret,2.69
PGO,88,Lure Module,Rare Secret,1.77
Sword & Shield Promos,SWSH223,Mewtwo V,Promo,2.2
Sword & Shield Promos,SWSH224,Melmetal V,Promo,0.84
Sword & Shield Promos,SWSH225,Alolan Exeggutor V,Promo,0.41
Sword & Shield Promos,SWSH226,Spark,Promo,1.04
Sword & Shield Promos,SWSH227,Blanche,Promo,1.2
Sword & Shield Promos,SWSH228,Candela,Promo,1.04
Sword & Shield Promos,SWSH229,Mewtwo V,Promo,1.41
Sword & Shield Promos,SWSH230,Radiant Eevee,Promo,6.58
Sword & Shield Promos,SWSH234,Pikachu,Promo,0.48
Sword & Shield Promos,SWSH250,Lumineon V,Promo,1.48
Sword & Shield Promos,SWSH075,Special Delivery Charizard,Promo,41.02
MCD22,1,Ledyba,,0.15
MCD22,2,Rowlet,,0.49
MCD22,3,Gossifleur,,0.41
MCD22,4,Growlithe,,0.4
MCD22,5,Victini,,0.41
MCD22,6,Lapras,,0.19
MCD22,7,Pikachu,,1.33
MCD22,8,Chinchou,,0.12
MCD22,9,Flaaffy,,0.15
MCD22,10,Tynamo,,0.14
MCD22,11,Cutiefly,,0.11
MCD22,12,Bewear,,0.13
MCD22,13,Pangoro,,0.14
MCD22,14,Drampa,,0.16
MCD22,15,Smeargle,,0.41
Sword & Shield Promos,SWSH296,Champions Festival,Promo,0
Sword & Shield Promos,SWSH231,Bulbasaur,Promo,2.37
Sword & Shield Promos,SWSH232,Charmander,Promo,4.46
Sword & Shield Promos,SWSH233,Squirtle,Promo,2.81
Sword & Shield Promos,SWSH153,Pikachu,Promo,16.48
LOR,1,Oddish,Common,0.05
LOR,2,Gloom,Uncommon,0.04
LOR,3,Vileplume,Rare Holo,0.2
LOR,4,Paras,Common,0.05
LOR,5,Parasect,Rare,0.06
LOR,6,Wurmple,Common,0.03
LOR,7,Silcoon,Uncommon,0.05
LOR,8,Beautifly,Rare Holo,0.24
LOR,9,Cascoon,Uncommon,0.05
LOR,10,Dustox,Rare,0.07
LOR,11,Seedot,Common,0.05
LOR,12,Nuzleaf,Uncommon,0.06
LOR,13,Shiftry,Rare Holo,0.14
LOR,14,Roselia,Common,0.02
LOR,15,Roserade,Uncommon,0.07
LOR,16,Phantump,Common,0.02
LOR,17,Trevenant,Rare Holo,0.12
LOR,18,Blipbug,Common,0.07
LOR,19,Dottler,Uncommon,0.03
LOR,20,Orbeetle,Rare Holo,0.1
LOR,21,Slugma,Common,0.06
LOR,22,Magcargo,Rare,0.09
LOR,23,Torkoal,Uncommon,0.05
LOR,24,Litwick,Common,0.05
LOR,25,Lampent,Uncommon,0.07
LOR,26,Chandelure,Rare Holo,0.09
LOR,27,Delphox V,Holo Rare V,0.44
LOR,28,Litleo,Common,0.06
LOR,29,Pyroar,Rare Holo,0.14
LOR,30,Poliwag,Common,0.06
LOR,31,Poliwhirl,Uncommon,0.06
LOR,32,Politoed,Rare,0.1
LOR,33,Seel,Common,0.04
LOR,34,Dewgong,Rare,0.1
LOR,35,Horsea,Common,0.04
LOR,36,Seadra,Uncommon,0.05
LOR,37,Kingdra,Rare Holo,0.19
LOR,38,Luvdisc,Common,0.05
LOR,39,Shellos,Common,0.04
LOR,40,Finneon,Common,0.05
LOR,41,Lumineon,Uncommon,0.04
LOR,42,Snover,Common,0.02
LOR,43,Abomasnow,Uncommon,0.03
LOR,44,Hisuian Basculin,Common,0.03
LOR,45,Hisuian Basculegion,Rare Holo,0.42
LOR,46,Ducklett,Common,0.03
LOR,47,Swanna,Uncommon,0.03
LOR,48,Kyurem V,Holo Rare V,0.5
LOR,49,Kyurem VMAX,Holo Rare VMAX,1.94
LOR,50,Cramorant,Rare,0.14
LOR,51,Glastrier,Rare Holo,0.27
LOR,52,Pikachu,Common,0.12
LOR,53,Raichu,Rare,0.11
LOR,54,Electrike,Common,0.04
LOR,55,Manectric,Rare,0.07
LOR,56,Magnezone V,Holo Rare V,0.43
LOR,57,Magnezone VSTAR,Holo Rare VSTAR,0.8
LOR,58,Rotom V,Holo Rare V,4.59
LOR,59,Tynamo,Common,0.03
LOR,60,Eelektrik,Uncommon,0.03
LOR,61,Eelektross,Rare,0.08
LOR,62,Clefairy,Common,0.06
LOR,63,Clefable,Rare,0.11
LOR,64,Gastly,Common,0.06
LOR,65,Haunter,Uncommon,0.06
LOR,66,Gengar,Rare Holo,0.5
LOR,67,Mr. Mime,Rare,0.1
LOR,68,Jynx,Common,0.06
LOR,69,Radiant Gardevoir,Radiant Rare,0.38
LOR,70,Sableye,Rare Holo,0.37
LOR,71,Mawile,Common,0.05
LOR,72,Shuppet,Common,0.03
LOR,73,Banette,Rare,0.14
LOR,74,Cresselia,Rare Holo,0.4
LOR,75,Hisuian Zorua,Common,0.04
LOR,76,Hisuian Zoroark,Rare Holo,0.19
LOR,77,Inkay,Common,0.03
LOR,78,Malamar,Rare,0.07
LOR,79,Comfey,Rare,0.19
LOR,80,Mimikyu,Rare,0.18
LOR,81,Spectrier,Rare Holo,0.19
LOR,82,Enamorus V,Holo Rare V,0.4
LOR,83,Hisuian Growlithe,Common,0.05
LOR,84,Hisuian Arcanine,Rare Holo,0.2
LOR,85,Poliwrath,Rare,0.08
LOR,86,Machop,Common,0.05
LOR,87,Machoke,Uncommon,0.04
LOR,88,Machamp,Rare Holo,0.19
LOR,89,Rhyhorn,Common,0.04
LOR,90,Rhydon,Uncommon,0.06
LOR,91,Rhyperior,Rare,0.08
LOR,92,Aerodactyl V,Holo Rare V,0.64
LOR,93,Aerodactyl VSTAR,Holo Rare VSTAR,0.73
LOR,94,Sudowoodo,Common,0.03
LOR,95,Gligar,Common,0.02
LOR,96,Gliscor,Rare,0.04
LOR,97,Makuhita,Common,0.03
LOR,98,Hariyama,Uncommon,0.03
LOR,99,Meditite,Common,0.06
LOR,100,Medicham,Uncommon,0.06
LOR,101,Relicanth,Uncommon,0.03
LOR,102,Gastrodon,Uncommon,0.04
LOR,103,Mienfoo,Common,0.03
LOR,104,Mienshao,Uncommon,0.04
LOR,105,Landorus,Rare,0.07
LOR,106,Binacle,Common,0.03
LOR,107,Barbaracle,Rare Holo,0.18
LOR,108,Carbink,Uncommon,0.04
LOR,109,Rockruff,Common,0.05
LOR,110,Falinks,Common,0.05
LOR,111,Stonjourner,Rare,0.05
LOR,112,Spinarak,Common,0.04
LOR,113,Ariados,Rare,0.07
LOR,114,Murkrow,Common,0.04
LOR,115,Honchkrow,Rare,0.07
LOR,116,Seviper,Uncommon,0.03
LOR,117,Spiritomb,Rare,0.06
LOR,118,Drapion V,Holo Rare V,0.42
LOR,119,Drapion VSTAR,Holo Rare VSTAR,0.6
LOR,120,Darkrai,Rare Holo,0.18
LOR,121,Inkay,Common,0.02
LOR,122,Hoopa,Rare,0.07
LOR,123,Radiant Hisuian Sneasler,Radiant Rare,0.45
LOR,124,Radiant Steelix,Radiant Rare,0.39
LOR,125,Bronzor,Common,0.03
LOR,126,Bronzong,Uncommon,0.04
LOR,127,Galarian Stunfisk,Uncommon,0.04
LOR,128,Magearna,Rare,0.08
LOR,129,Galarian Perrserker V,Holo Rare V,0.46
LOR,130,Giratina V,Holo Rare V,0.9
LOR,131,Giratina VSTAR,Holo Rare VSTAR,3.9
LOR,132,Goomy,Common,0.04
LOR,133,Hisuian Sliggoo,Uncommon,0.06
LOR,134,Hisuian Goodra,Rare Holo,0.22
LOR,135,Hisuian Goodra V,Holo Rare V,0.51
LOR,136,Hisuian Goodra VSTAR,Holo Rare VSTAR,1.03
LOR,137,Pidgeot V,Holo Rare V,0.51
LOR,138,Lickitung,Common,0.06
LOR,139,Lickilicky,Uncommon,0.04
LOR,140,Porygon,Common,0.05
LOR,141,Porygon2,Uncommon,0.04
LOR,142,Porygon-Z,Rare,0.08
LOR,143,Snorlax,Rare Holo,0.34
LOR,144,Aipom,Common,0.04
LOR,145,Ambipom,Uncommon,0.03
LOR,146,Hisuian Zoroark V,Holo Rare V,0.62
LOR,147,Hisuian Zoroark VSTAR,Holo Rare VSTAR,0.86
LOR,148,Bouffalant,Rare,0.09
LOR,149,Komala,Uncommon,0.05
LOR,150,Skwovet,Common,0.02
LOR,151,Greedent,Rare,0.07
LOR,152,Arc Phone,Uncommon,0.05
LOR,153,Arezu,Uncommon,0.13
LOR,154,Box of Disaster,Uncommon,0.03
LOR,155,Colress’s Experiment,Uncommon,0.11
LOR,156,Damage Pump,Uncommon,0.08
LOR,157,Fantina,Uncommon,0.03
LOR,158,Iscan,Uncommon,0.03
LOR,159,Lady,Uncommon,0.33
LOR,160,Lake Acuity,Uncommon,0.04
LOR,161,Lost City,Uncommon,0.11
LOR,162,Lost Vacuum,Uncommon,0.08
LOR,163,Mirage Gate,Uncommon,0.12
LOR,164,Miss Fortune Sisters,Uncommon,0.08
LOR,165,Panic Mask,Uncommon,0.06
LOR,166,Riley,Uncommon,0.04
LOR,167,Thorton,Uncommon,0.12
LOR,168,Tool Box,Uncommon,0.04
LOR,169,Volo,Rare Holo,0.16
LOR,170,Windup Arm,Uncommon,0.03
LOR,171,Gift Energy,Uncommon,0.17
LOR,172,Hisuian Electrode V,Ultra Rare,1.76
LOR,173,Delphox V,Ultra Rare,1.9
LOR,174,Kyurem V,Ultra Rare,1.93
LOR,175,Magnezone V,Ultra Rare,1.12
LOR,176,Rotom V,Ultra Rare,6.96
LOR,177,Rotom V,Ultra Rare,33.64
LOR,178,Enamorus V,Ultra Rare,1.22
LOR,179,Aerodactyl V,Ultra Rare,1.64
LOR,180,Aerodactyl V,Ultra Rare,97.95
LOR,181,Gallade V,Ultra Rare,1.15
LOR,182,Drapion V,Ultra Rare,1
LOR,183,Galarian Perrserker V,Ultra Rare,1.06
LOR,184,Galarian Perrserker V,Ultra Rare,16.39
LOR,185,Giratina V,Ultra Rare,6.54
LOR,186,Giratina V,Ultra Rare,390.53
LOR,187,Hisuian Goodra V,Ultra Rare,1.37
LOR,188,Pidgeot V,Ultra Rare,2.14
LOR,189,Arezu,Ultra Rare,3.51
LOR,190,Colress’s Experiment,Ultra Rare,2.34
LOR,191,Fantina,Ultra Rare,1.98
LOR,192,Iscan,Ultra Rare,0.83
LOR,193,Lady,Ultra Rare,3.11
LOR,194,Miss Fortune Sisters,Ultra Rare,4.32
LOR,195,Thorton,Ultra Rare,5.01
LOR,196,Volo,Ultra Rare,1.74
LOR,197,Kyurem VMAX,Rainbow Rare,8.55
LOR,198,Magnezone VSTAR,Rainbow Rare,6.45
LOR,199,Aerodactyl VSTAR,Rainbow Rare,8.98
LOR,200,Drapion VSTAR,Rainbow Rare,6.28
LOR,201,Giratina VSTAR,Rainbow Rare,21.54
LOR,202,Hisuian Goodra VSTAR,Rainbow Rare,7.44
LOR,203,Hisuian Zoroark VSTAR,Rainbow Rare,6.72
LOR,204,Arezu,Rainbow Rare,3.93
LOR,205,Colress’s Experiment,Rainbow Rare,2.99
LOR,206,Fantina,Rainbow Rare,2.96
LOR,207,Iscan,Rainbow Rare,2.67
LOR,208,Lady,Rainbow Rare,4.45
LOR,209,Miss Fortune Sisters,Rainbow Rare,3.72
LOR,210,Thorton,Rainbow Rare,5.5
LOR,211,Volo,Rainbow Rare,3.78
LOR,212,Giratina VSTAR,Rare Secret,8.92
LOR,213,Hisuian Zoroark VSTAR,Rare Secret,3.61
LOR,214,Box of Disaster,Rare Secret,1.58
LOR,215,Collapsed Stadium,Rare Secret,5.07
LOR,216,Dark Patch,Rare Secret,5.03
LOR,217,Lost Vacuum,Rare Secret,4.82
LOR,TG01,Parasect,Trainer Gallery Holo Rare,0.65
LOR,TG02,Roserade,Trainer Gallery Holo Rare,0.62
LOR,TG03,Charizard,Trainer Gallery Holo Rare,6.31
LOR,TG04,Chandelure,Trainer Gallery Holo Rare,0.8
LOR,TG05,Pikachu,Trainer Gallery Holo Rare,6.08
LOR,TG06,Gengar,Trainer Gallery Holo Rare,5.95
LOR,TG07,Banette,Trainer Gallery Holo Rare,0.62
LOR,TG08,Hisuian Arcanine,Trainer Gallery Holo Rare,0.91
LOR,TG09,Spiritomb,Trainer Gallery Holo Rare,0.66
LOR,TG10,Snorlax,Trainer Gallery Holo Rare,2.76
LOR,TG11,Castform,Trainer Gallery Holo Rare,0.52
LOR,TG12,Orbeetle V,Trainer Gallery Holo Rare V,2
LOR,TG13,Orbeetle VMAX,Trainer Gallery Holo Rare V,3.11
LOR,TG14,Centiskorch V,Trainer Gallery Holo Rare V,1.68
LOR,TG15,Centiskorch VMAX,Trainer Gallery Holo Rare V,2.85
LOR,TG16,Pikachu V,Trainer Gallery Holo Rare V,26.19
LOR,TG17,Pikachu VMAX,Trainer Gallery Holo Rare V,41.85
LOR,TG18,Enamorus V,Trainer Gallery Holo Rare V,3.2
LOR,TG19,Gallade V,Trainer Gallery Holo Rare V,3.06
LOR,TG20,Crobat V,Trainer Gallery Holo Rare V,4.03
LOR,TG21,Eternatus V,Trainer Gallery Holo Rare V,2.16
LOR,TG22,Eternatus VMAX,Trainer Gallery Holo Rare V,5.51
LOR,TG23,Adventurer’s Discovery,Trainer Gallery Ultra Rare,1.69
Sword & Shield Promos,SWSH240,Finneon,Promo,0.23
LOR,TG24,Boss’s Orders,Trainer Gallery Ultra Rare,6.02
Sword & Shield Promos,SWSH241,Gengar,Promo,2.04
LOR,TG25,Cook,Trainer Gallery Ultra Rare,1.24
Sword & Shield Promos,SWSH242,Comfey,Promo,0.65
LOR,TG26,Kabu,Trainer Gallery Ultra Rare,1.01
Sword & Shield Promos,SWSH243,Machamp,Promo,0.44
LOR,TG27,Nessa,Trainer Gallery Ultra Rare,6.68
Sword & Shield Promos,SWSH244,Scorbunny,Promo,0.23
LOR,TG28,Opal,Trainer Gallery Ultra Rare,0.96
Sword & Shield Promos,SWSH245,Croagunk,Promo,0.2
LOR,TG29,Pikachu VMAX,Trainer Gallery Secret Rare,6.64
Sword & Shield Promos,SWSH246,Weavile,Promo,0.31
LOR,TG30,Mew VMAX,Trainer Gallery Secret Rare,7.23
Sword & Shield Promos,SWSH247,Regigigas,Promo,0.24
Sword & Shield Promos,SWSH252,Infernape V,Promo,0.48
Sword & Shield Promos,SWSH235,Dragonite V,Promo,1.26
Sword & Shield Promos,SWSH236,Dragonite VSTAR,Promo,1.53
Sword & Shield Promos,SWSH253,Origin Forme Palkia V,Promo,2.74
Sword & Shield Promos,SWSH254,Origin Forme Palkia VSTAR,Promo,3.9
Sword & Shield Promos,SWSH255,Origin Forme Dialga V,Promo,3.29
Sword & Shield Promos,SWSH256,Origin Forme Dialga VSTAR,Promo,2.88
Sword & Shield Promos,SWSH257,Rotom V,Promo,0.56
Sword & Shield Promos,SWSH258,Gallade V,Promo,0.57
Sword & Shield Promos,SWSH259,Giratina V,Promo,1.28
Sword & Shield Promos,SWSH263,Zeraora V,Promo,1.22
Sword & Shield Promos,SWSH264,Zeraora VMAX,Promo,2.09
Sword & Shield Promos,SWSH265,Zeraora VSTAR,Promo,1.9
Sword & Shield Promos,SWSH266,Deoxys V,Promo,1.52
Sword & Shield Promos,SWSH267,Deoxys VMAX,Promo,2.27
Sword & Shield Promos,SWSH268,Deoxys VSTAR,Promo,3.4
Sword & Shield Promos,SWSH295,Virizion V,Promo,0.4
Sword & Shield Promos,SWSH260,Charizard V,Promo,9.53
Sword & Shield Promos,SWSH261,Charizard VMAX,Promo,16.12
Sword & Shield Promos,SWSH262,Charizard VSTAR,Promo,24.65
Sword & Shield Promos,SWSH297,Hisuian Zoroark V,Promo,1.15
Sword & Shield Promos,SWSH298,Hisuian Zoroark VSTAR,Promo,0.86
Sword & Shield Promos,SWSH294,Hisuian Electrode V,Promo,0.62
SIT,1,Venonat,Common,0.03
SIT,2,Venomoth,Uncommon,0.04
SIT,3,Spinarak,Common,0.02
SIT,4,Ariados,Rare Holo,0.13
SIT,5,Sunkern,Common,0.03
SIT,6,Sunflora,Uncommon,0.04
SIT,7,Serperior V,Holo Rare V,0.53
SIT,8,Serperior VSTAR,Holo Rare VSTAR,0.79
SIT,9,Petilil,Common,0.03
SIT,10,Hisuian Lilligant,Rare,0.08
SIT,11,Foongus,Common,0.03
SIT,12,Amoonguss,Rare,0.04
SIT,13,Durant,Common,0.03
SIT,14,Virizion,Rare,0.06
SIT,15,Chesnaught V,Holo Rare V,0.32
SIT,16,Radiant Tsareena,Radiant Rare,0.48
SIT,17,Vulpix,Common,0.05
SIT,18,Ninetales,Uncommon,0.05
SIT,19,Growlithe,Common,0.04
SIT,20,Arcanine,Rare,0.11
SIT,21,Ponyta,Common,0.05
SIT,22,Rapidash,Rare Holo,0.2
SIT,23,Victini,Rare,0.09
SIT,24,Reshiram V,Holo Rare V,0.54
SIT,25,Fennekin,Common,0.07
SIT,26,Braixen,Uncommon,0.06
SIT,27,Delphox,Rare,0.08
SIT,28,Fletchinder,Uncommon,0.03
SIT,29,Talonflame,Rare,0.05
SIT,30,Litten,Common,0.03
SIT,31,Torracat,Uncommon,0.05
SIT,32,Incineroar,Rare,0.05
SIT,33,Alolan Vulpix V,Holo Rare V,0.56
SIT,34,Alolan Vulpix VSTAR,Holo Rare VSTAR,0.89
SIT,35,Omastar V,Holo Rare V,0.45
SIT,36,Articuno,Rare Holo,0.21
SIT,37,Wailmer,Common,0.04
SIT,38,Wailord,Uncommon,0.07
SIT,39,Feebas,Common,0.08
SIT,40,Milotic,Rare,0.1
SIT,41,Snorunt,Common,0.04
SIT,42,Glalie,Uncommon,0.03
SIT,43,Froslass,Rare,0.06
SIT,44,Relicanth,Common,0.05
SIT,45,Phione,Rare,0.03
SIT,46,Keldeo,Rare,0.06
SIT,47,Dewpider,Common,0.03
SIT,48,Araquanid,Uncommon,0.05
SIT,49,Pikachu,Common,0.06
SIT,50,Raichu,Uncommon,0.08
SIT,51,Chinchou,Common,0.07
SIT,52,Lanturn,Uncommon,0.04
SIT,53,Rotom,Common,0.03
SIT,54,Emolga,Common,0.05
SIT,55,Stunfisk,Common,0.04
SIT,56,Zeraora,Rare,0.08
SIT,57,Regieleki V,Holo Rare V,0.45
SIT,58,Regieleki VMAX,Holo Rare VMAX,0.84
SIT,59,Radiant Alakazam,Radiant Rare,0.92
SIT,60,Drowzee,Common,0.05
SIT,61,Hypno,Uncommon,0.05
SIT,62,Jynx,Uncommon,0.05
SIT,63,Misdreavus,Common,0.05
SIT,64,Mismagius,Rare,0.1
SIT,65,Unown V,Holo Rare V,0.49
SIT,66,Unown VSTAR,Holo Rare VSTAR,0.79
SIT,67,Ralts,Common,0.05
SIT,68,Kirlia,Uncommon,0.1
SIT,69,Gardevoir,Rare,0.11
SIT,70,Mawile V,Holo Rare V,0.38
SIT,71,Mawile VSTAR,Holo Rare VSTAR,0.66
SIT,72,Meditite,Common,0.06
SIT,73,Medicham,Rare Holo,0.22
SIT,74,Chimecho,Common,0.04
SIT,75,Sigilyph,Uncommon,0.05
SIT,76,Solosis,Common,0.03
SIT,77,Duosion,Uncommon,0.05
SIT,78,Reuniclus,Rare Holo,0.14
SIT,79,Elgyem,Common,0.04
SIT,80,Beheeyem,Uncommon,0.04
SIT,81,Espurr,Common,0.06
SIT,82,Meowstic,Uncommon,0.06
SIT,83,Swirlix,Common,0.05
SIT,84,Slurpuff,Uncommon,0.05
SIT,85,Dedenne,Uncommon,0.05
SIT,86,Indeedee,Common,0.04
SIT,87,Dreepy,Common,0.04
SIT,88,Drakloak,Uncommon,0.05
SIT,89,Dragapult,Rare Holo,0.17
SIT,90,Hisuian Arcanine V,Holo Rare V,0.55
SIT,91,Phanpy,Common,0.04
SIT,92,Donphan,Uncommon,0.02
SIT,93,Baltoy,Common,0.03
SIT,94,Claydol,Uncommon,0.04
SIT,95,Anorith,Uncommon,0.04
SIT,96,Armaldo,Rare,0.09
SIT,97,Terrakion,Rare Holo,0.2
SIT,98,Hawlucha,Common,0.05
SIT,99,Sandygast,Common,0.05
SIT,100,Palossand,Uncommon,0.06
SIT,101,Stonjourner,Uncommon,0.03
SIT,102,Ursaluna V,Holo Rare V,0.4
SIT,103,Zubat,Common,0.05
SIT,104,Golbat,Uncommon,0.05
SIT,105,Crobat,Rare Holo,0.24
SIT,106,Murkrow,Common,0.03
SIT,107,Honchkrow,Uncommon,0.08
SIT,108,Skuntank V,Holo Rare V,0.45
SIT,109,Croagunk,Common,0.04
SIT,110,Toxicroak,Uncommon,0.05
SIT,111,Sandile,Common,0.04
SIT,112,Krokorok,Uncommon,0.04
SIT,113,Krookodile,Rare Holo,0.2
SIT,114,Mareanie,Common,0.05
SIT,115,Toxapex,Uncommon,0.05
SIT,116,Morpeko,Uncommon,0.05
SIT,117,Beldum,Common,0.09
SIT,118,Metang,Uncommon,0.05
SIT,119,Metagross,Rare Holo,0.26
SIT,120,Radiant Jirachi,Radiant Rare,0.47
SIT,121,Ferroseed,Common,0.04
SIT,122,Ferrothorn,Uncommon,0.05
SIT,123,Klink,Common,0.03
SIT,124,Klang,Uncommon,0.04
SIT,125,Klinklang,Rare,0.06
SIT,126,Cobalion,Rare,0.1
SIT,127,Togedemaru,Common,0.03
SIT,128,Magearna V,Holo Rare V,0.38
SIT,129,Dratini,Common,0.03
SIT,130,Dragonair,Uncommon,0.08
SIT,131,Dragonite,Rare Holo,0.32
SIT,132,Noibat,Common,0.02
SIT,133,Noivern,Rare,0.11
SIT,134,Zygarde,Rare,0.06
SIT,135,Regidrago V,Holo Rare V,1.18
SIT,136,Regidrago VSTAR,Holo Rare VSTAR,5.57
SIT,137,Smeargle,Common,0.03
SIT,138,Lugia V,Holo Rare V,3.48
SIT,139,Lugia VSTAR,Holo Rare VSTAR,4.17
SIT,140,Ho-Oh V,Holo Rare V,0.77
SIT,141,Spinda,Common,0.04
SIT,142,Swablu,Common,0.04
SIT,143,Altaria,Uncommon,0.07
SIT,144,Buneary,Common,0.03
SIT,145,Lopunny,Uncommon,0.04
SIT,146,Archen,Uncommon,0.04
SIT,147,Archeops,Rare Holo,0.35
